label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
half-true,"Jon Corzine, elected governor. Teams up with Barbara Buono. $1.2 billion sales tax increase? Passed. Most spending in state history? Passed. After Buono named budget chair, taxes and fees increase 23 times in just two years. State debt? Up $13.4 billion. Unemployment? Doubled.","debt,jobs,state-budget,state-finances,taxes",A gubernatorial campaign television ad,3,0.5486495,3,half-true,review
barely-true,The Obama administration supported Muslim allies trying to establish a new international blasphemy standard.,"civil-rights,foreign-policy,religion,terrorism","a ""Washington Post"" op-ed",2,0.37477508,1,false,review
false,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,job-accomplishments,Las Vegas,1,0.6155436,3,half-true,review
true,Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,taxes,a speech,5,0.43691874,1,false,review
barely-true,"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.","candidates-biography,corporations,message-machine-2012",in a TV ad,2,0.50701344,3,half-true,review
true,More people are struck by lightning than commit in-person voter fraud by impersonation.,"civil-rights,crime,elections,government-regulation",a blog post,5,0.46526408,0,pants-fire,review
barely-true,Says Hillary Clinton and Tim Kaine want to expand (Obamacare) into a single-payer program.,"drugs,health-care,history",the 2016 Vice Presidential debate,2,0.47842038,2,barely-true,review
true,Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,elections,a Twitter post.,5,0.5455084,1,false,review
barely-true,Germany is crime-riddled right now because of migration to Europe.,"crime,criminal-justice,human-rights,immigration,public-safety",an interview with NBC News,2,0.5187068,3,half-true,review
true,Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,"deficit,federal-budget",a floor speech.,5,0.5908381,4,mostly-true,review
half-true,Mitt Romney said it was tragic to end the war in Iraq.,iraq,"a speech at the Democratic National Convention in Charlotte, N.C.",3,0.6403601,5,true,review
pants-fire,"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.","diversity,economy,history,jobs",a meme on social media,0,0.39147896,3,half-true,review
false,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,"jobs,transportation",a newspaper interview,1,0.53343046,1,false,review
half-true,Every major religion is opposed to same-sex marriage.,"gays-and-lesbians,religion",news story,3,0.474142,1,false,review
barely-true,"Says Texas has more than 80,000 abortions each year.",abortion,a tweet,2,0.5736171,3,half-true,review
false,Says Thomas Jefferson said that government is best which governs least.,"government-regulation,history",a tweet,1,0.36356664,1,false,review
true,"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",elections,letter to Gov. Rick Scott,5,0.38020056,1,false,review
true,"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",candidates-biography,"St. Paul, Minn.",5,0.6285774,5,true,review
false,If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,wealth,a Facebook post,1,0.5076652,1,false,review
false,"State House incumbent Jill Chambers, R-Atlanta, personally profits from taxpayer money.",ethics,a campaign mailer,1,0.39326143,1,false,review
barely-true,The group that supported the presidents health care bill the most? Latinos.,health-care,an interview,2,0.47617087,2,barely-true,review
half-true,"Women take birth control, more than half of them, as a medication for other conditions.","abortion,health-care,sexuality","an interview on MSNBC's ""Jansing & Co.""",3,0.63979036,4,mostly-true,review
true,McCain got more money from Airbus' U.S. executives than any other politician.,"ethics,military",a TV ad,5,0.5850891,5,true,review
mostly-true,"Says Glenn Grothman pushed through state tax credits that when phased in, someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at Taco Bell for minimum wage.","income,small-business,state-budget,taxes",an interview,4,0.6044605,3,half-true,review
true,"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""","crime,government-efficiency,job-accomplishments",a mailer,5,0.60441744,3,half-true,review
false,Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,"candidates-biography,pundits",internet postings,1,0.47133222,1,false,review
half-true,Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,Alcohol,a TV ad,3,0.51621556,2,barely-true,review
half-true,Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,"elections,sports","a panel discussion on CNN's ""State of the Union""",3,0.50937384,2,barely-true,review
mostly-true,The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.,afghanistan,a political cartoon on Politico,4,0.57851386,3,half-true,review
true,I wake up every morning in a house (the White House) that was built by slaves.,"diversity,history",a speech at the Democratic National Convention in Philadelphia,5,0.42487657,1,false,review
pants-fire,The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,transportation,a news release.,0,0.5349556,3,half-true,review
mostly-true,Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,"job-accomplishments,state-budget",a television interview,4,0.46350354,1,false,review
barely-true,"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",candidates-biography,the Republican national convention,2,0.45951656,2,barely-true,review
barely-true,"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.","environment,health-care,public-health",a panel discussion at SXSW Eco,2,0.48938194,3,half-true,review
false,Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,"candidates-biography,education,elections",a meme,1,0.45796895,4,mostly-true,review
mostly-true,"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.","campaign-finance,candidates-biography,ethics",ad paid for by campaign for Ted Cruz,4,0.5966021,3,half-true,review
half-true,"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.","government-efficiency,state-budget",his State of the State speech,3,0.5178429,3,half-true,review
false,There is no clinical evidence that vaccinating healthcare workers protects patients.,"health-care,labor,public-health,unions",a lawsuit,1,0.48969647,1,false,review
false,I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,"job-accomplishments,politifacts-top-promises",a speech at a fundraiser,1,0.50235677,1,false,review
mostly-true,"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",history,a speech before the Atlanta Press Club,4,0.50325865,4,mostly-true,review
false,Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,"health-care,state-budget,state-finances",an interview with the Telegraph editorial board,1,0.5953163,4,mostly-true,review
false,"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.","federal-budget,medicaid,medicare,social-security",a letter to a constituent,1,0.6464898,4,mostly-true,review
false,"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.","education,state-budget",a campaign press release,1,0.5706563,5,true,review
mostly-true,"The race will tighten, just because that's what happens at the end of campaigns. They always have.",elections,a TV interview,4,0.51556265,1,false,review
true,"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",health-care,"a column in the ""Wall Street Journal""",5,0.53482354,3,half-true,review
barely-true,The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,"energy,environment,jobs",a news release,2,0.36517656,2,barely-true,review
true,"We have 80,000 abortions in Texas every year.","abortion,corrections-and-updates",remarks on the Senate floor,5,0.5889801,4,mostly-true,review
barely-true,Says Tri-Rail shows the potential problems with investing in high-speed rail.,"state-budget,stimulus,transportation",an interview with CNN.,2,0.3651333,1,false,review
half-true,Says U.S. Senate rival Tommy Thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign.,congressional-rules,a radio appearance,3,0.56664693,3,half-true,review
false,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""","abortion,health-care,taxes",an op-ed for National Review,1,0.37655097,1,false,review
true,North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,"foreign-policy,nuclear","remarks made on the Fox News segment, Outnumbered",5,0.42872548,1,false,review
false,Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,county-government,in campaign literature,1,0.48288113,2,barely-true,review
mostly-true,"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",science,a press release responding to Obama's budget proposal.,4,0.44049278,2,barely-true,review
barely-true,Republicans dont think its a good idea to make the child care tax credit stronger.,"children,taxes","a response to a question during an appearance in Columbus, Ohio.",2,0.3645938,2,barely-true,review
mostly-true,I cut spending while serving in the state Legislature,"state-budget,state-finances,states,taxes",a tweet,4,0.5904682,3,half-true,review
mostly-true,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",federal-budget,a campaign video,4,0.6134079,3,half-true,review
barely-true,Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,"education,voting-record",a debate,2,0.48277396,2,barely-true,review
mostly-true,Republican-leaning states get more in federal dollars than they pay in taxes.,"federal-budget,state-finances,states",a graphic circulating on the Internet,4,0.5478563,4,mostly-true,review
barely-true,Says Tom Cottons vote in Congress to change Medicare will increase out-of-pocket expenses for every senior in Arkansas.,"health-care,medicare,retirement",a campaign ad,2,0.35179082,1,false,review
mostly-true,"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",natural-disasters,a Texas Tribune interview,4,0.61708915,3,half-true,review
barely-true,Our campaign depends on small donations for the majority of our support.,campaign-finance,a victory speech after the March 15 primaries,2,0.6193525,4,mostly-true,review
half-true,"There hasnt really been a lot of net growth in the federal workforce when you compare it to say, 1990.","government-efficiency,jobs",an interview.,3,0.5854314,3,half-true,review
barely-true,The American Conservative Union gives [Rep. Tim] Ryan a dismal 0.0 percent rating for the billions he has contributed to our national debt.,"deficit,federal-budget",a news release announcing her candidacy,2,0.50378984,3,half-true,review
false,"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.","federal-budget,stimulus","a hearing of the congressional ""Supercommittee""",1,0.62693167,3,half-true,review
barely-true,Says he hasnt changed his view on abortion restrictions.,abortion,a TV interview,2,0.52760476,1,false,review
half-true,Says Rick Perry of Texas was the governor who relied most on stimulus funds to close his states budget deficit in 2010.,"state-budget,state-finances,stimulus",a press release,3,0.509676,3,half-true,review
barely-true,Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,education,a speech at the Illinois State Fair,2,0.48236698,3,half-true,review
barely-true,Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,"immigration,terrorism",a press conference with Sen. Ted Cruz,2,0.48557937,3,half-true,review
mostly-true,"In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.","china,congress,workers",an opinion column,4,0.63633746,4,mostly-true,review
half-true,"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",abortion,a tweet,3,0.6083509,4,mostly-true,review
mostly-true,Weve doubled the production of clean energy.,energy,"a speech in Knoxville, Tenn.",4,0.5590059,3,half-true,review
barely-true,"Under Barack Obama, the U.S. now has the lowest workforce since (President Jimmy) Carter.","economy,history,jobs,message-machine-2012",a campaign ad,2,0.4066788,1,false,review
half-true,A rural hospital in Missouri closes every 8 months. The legislatures failure to expand Medicaid has brought crisis to many of Missouris rural health care providers.,medicaid,an Instagram post,3,0.6373515,4,mostly-true,review
false,Says Thom Tillis gives tax breaks to yacht and jet owners.,"message-machine-2014,taxes,wealth",a campaign ad,1,0.4637162,2,barely-true,review
false,"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).","job-accomplishments,jobs",a campaign video,1,0.6083337,3,half-true,review
barely-true,Says Patrick Murphy switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.,"congress,transportation",an interview with CBS4,2,0.6127279,5,true,review
true,"In nine Democratic debates, Weve not had one question about a womans right to make her own decisions about reproductive health care, not one question.","abortion,debates",a Democratic debate in Brooklyn,5,0.5789629,5,true,review
barely-true,"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.","corrections-and-updates,guns",a statement,2,0.55014324,1,false,review
barely-true,McCain Trying to Have it Both Ways on Iraq,iraq,a news release,2,0.5029687,1,false,review
true,The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,"deficit,federal-budget",a letter to the editor of the Richmond Times-Dispatch,5,0.63522536,5,true,review
false,Toomey and Trump will ban abortion and punish women who have them.,abortion,an ad.,1,0.47541288,2,barely-true,review
half-true,Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,"education,state-finances",a speech to students at the Rutgers New Brunswick campus,3,0.52912647,3,half-true,review
half-true,Capital Metro originally said MetroRails yearly operating costs would be about $2.5 million. Last year ... it cost $13 million to operate.,"taxes,transportation",morning radio show on KOKE-FM,3,0.5722313,3,half-true,review
barely-true,"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",state-budget,his budget proposal address,2,0.47663283,1,false,review
half-true,"Says he brought 1,200 jobs to Texas by moving his factories here from China.","economy,job-accomplishments",a TV ad,3,0.39927557,2,barely-true,review
pants-fire,"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",transportation,a candidate forum,0,0.38630876,1,false,review
false,Eighty percent of Wall Street executives and their spouses donations go to Democrats.,"campaign-finance,financial-regulation",a speech at the New Hampshire Freedom Summit,1,0.58143884,4,mostly-true,review
false,"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.","federal-budget,message-machine,taxes",a radio ad for the Scott Walker gubernatorial campaign,1,0.5552233,2,barely-true,review
half-true,"Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Floridas investments? Alex Sink.","financial-regulation,message-machine,retirement,state-budget",a campaign ad,3,0.41260415,3,half-true,review
true,Says 80 percent of the health care dollars are spent by 20 percent of the population.,"health-care,public-health",a floor speech.,5,0.6433123,4,mostly-true,review
false,"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.","message-machine,taxes",a TV ad,1,0.41118985,0,pants-fire,review
false,Eliminating Obamacare ... saves $95 billion a year.,"federal-budget,health-care,new-hampshire-2012",a presidential primary debate in New Hampshire,1,0.4713041,3,half-true,review
false,At least a quarter of those apprehended at the border have criminal records.,"crime,immigration",a news story,1,0.6305342,4,mostly-true,review
half-true,Says Rick Scotts record on jobs includes Florida ranked 2nd in the nation in long-term unemployment.,"economy,workers",a post on his campaign website,3,0.5517206,3,half-true,review
false,"When it comes to jobless workers, Mitt Romney says he likes to fire people.","candidates-biography,workers","a speech at the Democratic National Convention in Charlotte, N.C.",1,0.6008966,3,half-true,review
true,"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",abortion,Iowa,5,0.60362434,5,true,review
mostly-true,Says the cascading effects of climate change contributed to the rise of ISIS.,"climate-change,environment,foreign-policy,terrorism",interview with Democracy Now!,4,0.40877497,2,barely-true,review
pants-fire,"Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.","health-care,unions",a TV ad and campaign flier,0,0.3711944,2,barely-true,review
true,Says Barack Obama promised to halve the deficit in his first term.,"deficit,economy",an opinion column.,5,0.51716256,3,half-true,review
barely-true,Says the government has gotten the TARP money back plus a profit.,financial-regulation,"an interview on ""The Daily Show""",2,0.3811184,1,false,review
barely-true,Points of Light is the worlds largest volunteer organization.,job-accomplishments,television ad,2,0.44010034,1,false,review
half-true,Says Mark Pryorcut Medicare to pay for Obamacare.,"health-care,medicare",a campaign ad,3,0.35011697,2,barely-true,review
mostly-true,Says Tim Kaine actually tried to raise taxes by about $4 billion.,"candidates-biography,debt,deficit,history,taxes",the 2016 Vice Presidential debate,4,0.49787867,2,barely-true,review
mostly-true,Says Marco Rubio is proposing a new $1 trillion welfare program in tax credits and $1 trillion in new military spending.,"children,families,federal-budget,military,taxes,welfare",a debate,4,0.42816675,2,barely-true,review
false,There is no system to vet refugees from the Middle East.,"immigration,terrorism",a speech on terrorism and immigration,1,0.5603089,4,mostly-true,review
pants-fire,"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",taxes,an interview on bluejersey.com,0,0.41361606,2,barely-true,review
half-true,On offshore drilling.,energy,,3,0.4798999,1,false,review
barely-true,"We came out of the White House not only dead broke, but in debt.","candidates-biography,elections",an interview on ABC,2,0.4637313,1,false,review
false,I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,"education,history",in a speech in Wisconsin,1,0.5233873,4,mostly-true,review
barely-true,Ive been here almost every day.,"civil-rights,crime,criminal-justice","on ABC's ""This Week""",2,0.5917414,5,true,review
barely-true,"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.","bipartisanship,congress,foreign-policy,history",a commentary in The Providence Journal,2,0.43125626,1,false,review
barely-true,Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,"environment,government-efficiency",a news conference,2,0.42245692,2,barely-true,review
false,Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,"state-budget,state-finances,taxes",an interview with NJToday,1,0.4253157,1,false,review
